R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10
0.3283582089552239,0.3290301585265394,0.3674256010456076,nan,-1.0,1.0082896200857523,0.004620105773966285, 0.003569626190574137, 0.0028311258983677533, 0.0023160173567713226, 0.0019413684380226463, 0.001660216364665799, 0.0014375251634253887, 0.0012725851989240646, 0.001136043513556532, 0.00101373355260997,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0015822222753897393, 0.0016814235466960288, 0.0018166505567880872, 0.001975177166158287, 0.0021913772540649522, 0.0024278638244328095, 0.002739556694222405, 0.003188756272494876, 0.0037548388975825607, 0.004540430414129948,1.5697751738516161, -0.21439591328922764, 0.0013270311388637558, -0.14369812177309949, -3.909165027909564e-05, -0.4269193195355496, 0.14097824256776165, 0.2868305872706006, 0.14271781395665403, 0.07009072647534649
0.44360902255639095,0.44550287377443776,0.504972181227442,0.0,-1.0,1.00657229135055,0.00463325612461814, 0.0028323837483468953, 0.002380857799936725, 0.002114954251640689, 0.0019048242555355576, 0.001750507812911926, 0.0016109667710739676, 0.0014965132087384095, 0.0013371511985212795, 0.0011869596086929587,0.0, 0.0, 0.0, 0.0, 0.021226977389120216, 0.0, 0.021226977389120223, 0.0, 0.021226977389120223, 0.021226977389120216,0.0014067800540378125, 0.0015889549927682028, 0.001768411241301642, 0.002002183543616561, 0.002313625710860334, 0.0026437231458880392, 0.0030226641222078983, 0.0035123998638700014, 0.004086924991295619, 0.004840204735337431,1.5700946373046942, -0.29261859915820393, 0.13320173282938114, 0.027219471827945294, 0.13293647719899443, -0.13339543160762582, 0.026068450321791257, 0.0799125167582717, 0.39925407394900303, -0.18613266596106184
0.4132231404958678,0.41406001552267613,0.5238578640455877,0.0,-1.0,1.0063511858162908,0.004209156666295158, 0.0029679132716631464, 0.0024092180940027187, 0.002042444094994753, 0.0018336279203181444, 0.0016364651127581222, 0.0014946284901408199, 0.0013565934194575285, 0.001248386924170441, 0.0011732278520707878,0.04424778385337736, 0.04424778385337737, 0.04424778385337737, 0.04424778385337737, 0.044247783853377375, 0.04424778385337737, 0.04424778385337737, 0.022123891926688684, 0.022123891926688684, 0.044247783853377354,0.001797649759953221, 0.001974782797642854, 0.0021674437374509634, 0.002387835067173861, 0.0026737763220604205, 0.0030182476835290866, 0.0034499036269708683, 0.004000876303907582, 0.004713427972410286, 0.005642759990835792,1.5696172226657137, 0.061432463331579014, 0.0005432777959022358, -0.2496714112211758, 0.25030488501340303, 0.31269061984205154, 0.12791484703419168, 0.001262191630332189, 0.3742577075679645, -0.3780892797820551
0.4393305439330544,0.44079124023530014,0.4238023351817214,0.0,-1.0,1.0214058685575587,0.006724884970778085, 0.00379403352064432, 0.002773135137437573, 0.002201367203003498, 0.0018154128723495342, 0.0015370992718036253, 0.0013472181854142006, 0.0011907205197058597, 0.001086851973863611, 0.000991616984224307,0.046889442590892436, 0.04688944259089245, 0.046889442590892436, 0.046889442590892436, 0.046889442590892436, 0.04688944259089243, 0.023444721295446218, 0.0, 0.046889442590892436, 0.0,0.0011266684018367374, 0.0012466186631317083, 0.0013916622197257566, 0.0015525156203194737, 0.0017388866728919351, 0.0019810969649037675, 0.0022951169077236773, 0.0026987373392463364, 0.0033100384862688953, 0.004681770683569452,1.5552509409798951, 0.12004320725543308, 0.2980512689295669, -0.17810390330284467, -0.0009613531831714708, 0.42003926975235156, -0.23930336455721204, -0.06063405871033067, 0.23993458712128243, -0.12405024214139786
0.4334763948497854,0.43463878881777523,0.4608362401474919,nan,-1.0,1.023696122908453,0.005118914324708472, 0.003708538719407886, 0.0029355309374825903, 0.0024464539175331926, 0.0021044284364424826, 0.001859582951485552, 0.001658394230314804, 0.0015019353991553243, 0.0013698187762640186, 0.001258835202993898,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0014495277720307821, 0.00160159057774965, 0.0017674442828901236, 0.001941821561773544, 0.0021561867723982222, 0.0024114370890381334, 0.002721892688670049, 0.0031073677869409536, 0.003745243242073283, 0.005865086054802135,1.5542489239479194, -0.24872797131611812, -0.00015174894445921152, -0.12444216131296716, 0.0008031458635830932, 0.0004699824401682216, -0.12452000218711458, 0.24830227868098448, 0.4345910003993806, 0.06158548544601231
0.37751004016064255,0.3788820924975137,0.7215019516357212,0.0,-1.0,1.0110893152775249,0.002418073338923236, 0.001532548301268918, 0.0012873753454264896, 0.0011117161179664415, 0.0009970016552589603, 0.0009121916556195595, 0.0008309954155656676, 0.0007594066899067756, 0.0006974899789601377, 0.0006316598221100808,0.020268339700579306, 0.020268339700579313, 0.020268339700579317, 0.02026833970057931, 0.0, 0.02026833970057932, 0.02026833970057931, 0.020268339700579317, 0.0, 0.020268339700579306,0.002540167190890062, 0.002828179110064927, 0.0031576387999150248, 0.003551042603783404, 0.004014668779301997, 0.00458354032011543, 0.005266423107004761, 0.006107536141954734, 0.007166056342618195, 0.008537797078490382,1.569633949354938, -0.2355949325359508, -0.10226857684029554, -0.09959549766374794, 0.1025450869443846, -0.1637574779116681, 0.032115225806444915, 0.028510090168989748, 0.02821374933783819, -0.03093945531362253
0.2846153846153846,0.28572414324371503,0.29687259065329646,0.0,-1.0,1.056572273286651,0.004048485842940141, 0.0032778612865617678, 0.0028804041072052096, 0.0026094632809394707, 0.0023183172325248196, 0.0022210394691694977, 0.0021230652583055887, 0.0018509126283611547, 0.0016038880041868702, 0.0016354568201478047,0.0, 0.0, 0.016890283083816092, 0.016890283083816092, 0.016890283083816092, 0.0, 0.0, 0.0, 0.0, 0.0,0.001622365972900967, 0.0016783417578739295, 0.0019062243330834965, 0.0019381191579847606, 0.002008673574049173, 0.002464421907486268, 0.002781513663603013, 0.0031260996851191093, 0.0036125546822926044, 0.004935399672303021,1.5697602027744046, -0.298097140018259, 0.2119889185528356, 0.296445573811688, 0.1284053189503665, -0.21189248060966182, -0.12507283054932478, 0.21326173902559117, 0.12665426692969278, 0.12891184045686221
0.3147410358565737,0.3153448281614646,0.4377302099190398,1.0,-1.0,1.0033663690887118,0.003387382112518607, 0.0027297839712774226, 0.0024033436378190507, 0.002160431966989566, 0.0020264173079737125, 0.0018900239259857052, 0.0017884613387086081, 0.0016431526508772537, 0.0015588912498569452, 0.0015435592699194203,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0023265850256373503, 0.0025109299046328537, 0.0027284923131880466, 0.00296535036264409, 0.003247460816158098, 0.003563696018437198, 0.003925571526965336, 0.004329663689728925, 0.0048124712378949785, 0.00540704010945501,1.5899252689950967, -0.07955419781179005, 0.1589394907858213, -0.23828524004066437, 0.0010919160026678554, -0.23810704072590508, -0.08073207583716203, -0.08033605355273118, 0.07855312457219338, -0.08180084355314302
0.43529411764705883,0.436829603116984,0.5944019475340194,1.0,-1.0,1.0957845354906521,0.00358955312982937, 0.0027010796815005807, 0.0022188547170087446, 0.0018455075375300306, 0.0015696226230459197, 0.0013726850446151055, 0.0011884995848118465, 0.0010496002887990094, 0.0009037690031656728, 0.0008140782551911607,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0018226479050092337, 0.001944079715481289, 0.002098044743269618, 0.0022979243998732823, 0.0025173064862624417, 0.002800569329914379, 0.0032231032601590377, 0.003853041413241966, 0.0048963543287699075, 0.007348510263114732,1.583696619270711, -0.11328163013763044, -0.28254558188647355, 0.16895349041428767, -0.33913125826794244, 0.11178137332474483, -0.05556562684044999, -0.17009627285283724, -0.3386784962714854, -0.1708104303474301
0.4728682170542636,0.4742542650025865,0.5734254820344435,1.0,-1.0,1.1307132254457561,0.003977004434974272, 0.0029635827942527497, 0.0024599472036350638, 0.0020514816532821783, 0.0017907163301218052, 0.0015750249479044732, 0.0014132488474028963, 0.0012725000047717307, 0.0011793254290001077, 0.001085388042997371,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0019426879949989916, 0.002056708362815666, 0.002212065979101291, 0.002340807879632311, 0.002519645689700652, 0.0027366967002419064, 0.0030401962214713536, 0.0034533259672645585, 0.004058068900307667, 0.005262774313332794,1.5956976513830903, -0.10248928822355297, 0.2573800339341572, 0.20586294636834387, 0.360947276391821, 0.10304606147548834, 0.051114804350072145, 0.1538711863301526, 0.0006696644004420412, 0.10376421148674903
