R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10
0.36231884057971014,0.3638328244558299,0.3536323267613433,nan,-1.0,1.0305665053187354,0.004047354786321222, 0.0030368947966442727, 0.0026107187902655754, 0.0023035601760847584, 0.0020746005536529167, 0.0018990798068480982, 0.0017722270763839915, 0.0016702542256769725, 0.0015594055277946888, 0.0014618623460672941,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.00125577314692273, 0.0013027616127660004, 0.0013782858000883388, 0.0014078551642021527, 0.001524794425182654, 0.0016660460953814042, 0.0019493798117071618, 0.0024297458241008332, 0.0033009149224058065, 0.005388216847242826,1.5699270664817857, -0.3766086079104721, 0.5021951809452142, 0.06364030488694782, -0.12646273667774005, 0.3773400254030556, -0.12576399734504023, -0.1879851434155922, -0.12671209212121012, 0.12491087126396108
0.5019305019305019,0.5035974770272285,0.6041863188028577,0.0,-1.0,1.021423143384517,0.0037804486895549262, 0.0026053922128394117, 0.002179727409344202, 0.0019256126167588909, 0.0017384100291144091, 0.0016028628023803918, 0.0015049252275292535, 0.0014221144871991189, 0.001352723744688714, 0.001274849175123993,0.02435343142317667, 0.0, 0.02435343142317669, 0.0, 0.0, 0.0, 0.024353431423176683, 0.02435343142317669, 0.0, 0.0,0.0020502888859347773, 0.0021384242292151884, 0.002255223981466364, 0.0024009587581210402, 0.002561158543303423, 0.0027460762247263847, 0.00298123745778988, 0.003289834873424589, 0.003839162773262768, 0.0051032114379731906,1.5696451498793318, -0.023073278435594646, -0.21578207147591127, 0.07472854781382733, -0.11757584496126028, 0.02665380959568367, -0.07044350031077799, 0.024321231683932517, -0.21816766431993262, 0.16571773294789316
0.3481781376518219,0.34847790462859607,0.46506177038062174,nan,-1.0,1.0021738294023155,0.0035368023019801123, 0.0029725446109032283, 0.00258978227768588, 0.0023247053335892515, 0.0021066016876262993, 0.001964081161057121, 0.001832798677828839, 0.0017220106098934295, 0.001615953637310861, 0.0015300829253913767,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0028763520681315837, 0.0029871772872550988, 0.0031117815181349448, 0.0032421253451126834, 0.0034071518391869072, 0.003598354607698719, 0.0038230052517208924, 0.0040628043212119404, 0.004349037894146276, 0.004666280753853425,1.5323048184679087, 0.14076402243124198, -0.07026787141895299, -0.1430795718117449, 0.14591050489980503, -0.223326159046262, 0.07240110373450372, -0.28571440187148583, 0.07082563433785254, -0.004411833587581669
0.5375,0.5391597147544461,0.584446448532334,0.5714285714285713,-1.0,1.0181058438413557,0.003299383688105742, 0.0025574809260123905, 0.0023653087397417227, 0.0022815734781763434, 0.002231388425073979, 0.00217753522523075, 0.0021470277642106354, 0.002129492080115758, 0.0020870208918617587, 0.002068415538391257,0.028302636518826974, 0.0, 0.0, 0.0, 0.0, 0.028302636518826956, 0.0, 0.0, 0.028302636518826977, 0.0,0.00165409416292728, 0.0017656535669987642, 0.0018767990400854625, 0.002002276552948099, 0.002163875530373313, 0.0023681967596742137, 0.0026712883313266904, 0.003157397295231516, 0.004103009426664043, 0.006488676277596172,1.5577340144944065, -0.024064377104120863, -0.17057456438583943, 0.19551475996677536, 0.16959915026925773, -0.2670447736319035, -0.000168793926258319, 0.1953230881637927, -0.002189194606556706, 0.3459704155073484
0.43673469387755104,0.43772530499088813,0.504485777130572,1.0,-1.0,1.01188794503176,0.004363417987248087, 0.003138511544953363, 0.002600686326541055, 0.002247078028845549, 0.0019862868093382183, 0.0017647683877632517, 0.0016348983129665182, 0.0014816813874610362, 0.0014093095077231182, 0.0012805196337694062,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.00177713772672333, 0.001912076186211363, 0.0020131628139541924, 0.0021693607082831374, 0.0023845382516474853, 0.0026558695601757057, 0.0030396294024372652, 0.0034953512683938773, 0.004163088253814312, 0.0051554330399646835,1.5847095841875591, -0.11774641166703935, 0.00020808759473625693, 0.41098845313786697, 0.11741531108516035, -0.17498587518890332, 0.3523380566197016, 0.05849810042467183, -0.05735762126081933, -0.0008038697842661697
0.43089430894308944,0.4315860197688253,0.3983646317743104,nan,-1.0,1.0116830552353882,0.004013966280644145, 0.003511380705395782, 0.0031821668925061403, 0.0029174983613975683, 0.0027639272198743793, 0.002550682625373472, 0.0024315588036545772, 0.0023034874166813013, 0.0021319325441011908, 0.0019954266990372034,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0011749921542254758, 0.0012698012530941, 0.0014613227044317496, 0.001626193207221874, 0.0019055721978202846, 0.002225974367645898, 0.0026399066228996945, 0.003197181630511655, 0.003902484557317297, 0.004909991392027424,1.5700967573720699, -0.3846597907414382, 0.08904898564672287, 0.08864625620824718, 0.2077285189911747, 0.029612815112484706, -0.08955015155434524, 0.32599215644152907, -0.4434927742362146, -0.2666416483179404
0.4127659574468085,0.41390919134667836,0.46021873558294796,1.0,-1.0,1.0102556432686083,0.004541420483440698, 0.0035371921232970676, 0.0030904427643035632, 0.00276720318027602, 0.0024419399245271603, 0.002188969069350741, 0.001986794180907709, 0.0018156183985848285, 0.0016619351336911814, 0.0015081285240440777,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.002401326541279493, 0.002473601985328889, 0.0026042846251584538, 0.002732701285824701, 0.0028872358352126618, 0.0030339028740832942, 0.003238064892763694, 0.003435121826232602, 0.003781848530127544, 0.004391003027542031,1.5858024340803658, -0.22650197391002821, 0.033533521626043054, -0.16314018873857267, -0.22623835492879318, 0.03343009690642855, 0.15997024643457214, -0.03145633709639456, 0.03306878684859617, 0.35530269321419844
0.336283185840708,0.3372372441853781,0.5549567937677587,nan,-1.0,1.0046744916055839,0.003264222355031886, 0.0023447464048933896, 0.002028434605404525, 0.0018658408176291926, 0.0016953646838681199, 0.0015863436618848614, 0.0015191121372689826, 0.0014188874206062065, 0.0013540130643309263, 0.0013027028866194421,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0027884975225501065, 0.002977559990287455, 0.0031998966687186645, 0.0035140286647088693, 0.00391589689423571, 0.004353440626344798, 0.004887719707569201, 0.005507464346798232, 0.006429756221779858, 0.007660503120823994,1.5688424168251456, -0.24819369479863598, -0.16372420208796792, -0.32845123025652617, -0.41244275189777035, 0.16680267326948764, -0.2471046056827401, 0.16648316136664212, 0.0786051947539656, -0.08299638055275929
0.4866920152091255,0.48790331798243664,0.5989491059870703,0.0,-1.0,1.0189618926988215,0.0038868495299300243, 0.0026452917759860824, 0.002172628927912103, 0.001847025089575175, 0.001609150962311588, 0.0014223616698309227, 0.0012883443233812832, 0.0011623439280801556, 0.0010665214360190073, 0.000959733814061347,0.02327105669325773, 0.023271056693257724, 0.023271056693257727, 0.023271056693257727, 0.023271056693257724, 0.023271056693257727, 0.023271056693257727, 0.023271056693257727, 0.023271056693257727, 0.023271056693257727,0.0015222022488240237, 0.0016630361105054732, 0.0018376629028144132, 0.0020363275714240393, 0.00226542024492873, 0.0025582549621494914, 0.0029191973001807506, 0.0034041741263234546, 0.004198658036135646, 0.006042168096245243,1.5698589558317864, 0.1907248773582573, 0.040950498327879, 0.03855186762513236, 0.18562174336130097, -0.158875347396178, 0.13460628992907195, 0.08435802478831682, 0.0812390707868441, -0.025512182244008096
0.3574144486692015,0.35858418576237283,0.30585465952373325,nan,-1.0,1.007237370824157,0.00499073223360498, 0.003553864832673424, 0.003021300074910819, 0.002666624464038392, 0.002376685554468601, 0.0021526295946760403, 0.001961624078009906, 0.0017891744629566107, 0.0016412348898291582, 0.0015211239527875059,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0010880425943911216, 0.0012012466281731008, 0.001339510526705616, 0.0014824260056732668, 0.0016520126541945033, 0.0018807443989197132, 0.002207923586422859, 0.0025945626788821743, 0.003099027062593063, 0.0037937050643536046,1.5701639808738634, -0.16620195294423204, 0.23334176253417296, -0.3009029232346347, -0.09919260116899471, 0.10030739329824759, 0.032616186193721614, 0.30009023951204333, -0.29912341680981536, 0.09899477142051136
0.34959349593495936,0.3505586623217358,0.4044716292288413,nan,-1.0,1.0108557709274422,0.004760123443151289, 0.0032557152716413545, 0.0027470320608796823, 0.002384640987802657, 0.0020951659636698258, 0.0018578352350541744, 0.00169668954471777, 0.0015547110327237344, 0.0014490178836403687, 0.0013316521458121085,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.002265940505432381, 0.0023647429942228607, 0.002470280522071271, 0.0025598714699544486, 0.0027000215252886636, 0.0028326555561501944, 0.0029859409544342494, 0.0031814048512954426, 0.003576683814252711, 0.004292623663854821,1.5695477433164486, -0.4747496108237044, -0.1097107205416259, 0.1830614434580111, -0.3275597779856443, -0.18293380381796676, -0.03787097259414763, -0.03668173091061146, 0.11050807767769584, -0.2556237490096
0.39920948616600793,0.4000823202986167,0.501092188887757,1.0,-1.0,1.021071160698923,0.004055995692189445, 0.0029284787783663223, 0.00236820961227806, 0.0020758982315210845, 0.0018447838133707779, 0.0016797802820548596, 0.001582393294426259, 0.0015122690188698264, 0.0014068045355896306, 0.001321677061321229,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0018336798867729725, 0.0020289867130924943, 0.0022359174805445577, 0.0024519152642553206, 0.002707930780423886, 0.0029987504982054926, 0.003377268303774533, 0.0038529187808938412, 0.004441588300578847, 0.005475230570924447,1.5852594817769885, -0.032777166545378496, 0.03043243891891253, -0.032917713017909314, 0.028766757214207066, -0.15349424482579904, 0.03568938278755311, 0.34427533793185494, -0.09104345465246917, 0.1549722128050351
0.5736434108527132,0.5744560820077143,0.5858045678023168,nan,-1.0,1.0143593128578903,0.0032734036169792748, 0.00298638233856898, 0.002752407221603398, 0.0025772112999061384, 0.0024138623719489488, 0.0022780419825060203, 0.0021593101321775525, 0.0020641956212995236, 0.0019633922719603397, 0.0018285233011962098,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0018547084202340356, 0.0018989689480820274, 0.001991977967092603, 0.002087109593050907, 0.0021941314769418087, 0.0023302796776999524, 0.0025132891265729636, 0.002818973849766459, 0.0033681828138532335, 0.0044826930966828885,1.5697755201362396, 0.044745660764724464, 0.000729271421221748, -0.08766601382347958, 0.3401391882778088, -0.03898745767848023, 0.08389094116677687, -0.1727637223790545, 0.2120357718231894, -0.08040740851734161
0.41732283464566927,0.41799826888168345,0.4584313988169516,nan,-1.0,1.0308494350268682,0.003138457294317851, 0.0028851746881025393, 0.0026857699903752104, 0.002541477514279751, 0.00242620979306027, 0.0022984532091534083, 0.002215755999727341, 0.002123841174306943, 0.0020560031133253854, 0.001968045842031679,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.002191039374765519, 0.002296305753639671, 0.0023829104023992656, 0.002504922128631383, 0.002635139920685087, 0.002799109847598157, 0.002987704404619992, 0.003227955865553575, 0.003568023268331163, 0.004173110850265905,1.5687745032852571, -0.15578592340637995, -0.09072094761330136, -0.19780891243990037, -0.0864155122213541, 0.37380219760165806, 0.030337665965759684, -0.4330439487081861, -0.5655781915378103, -0.33615197459734836
0.4796747967479675,0.48153298211317874,0.41806149620948985,0.0,-1.0,1.0101563427317197,0.006037834060151844, 0.0038566227905435617, 0.003211087739528652, 0.0028526853105457235, 0.00246003591460558, 0.0021634968205727426, 0.0020408713523535236, 0.0020123453545322703, 0.0017243551263719104, 0.0016338794654160583,0.0, 0.0, 0.02454369260617027, 0.02454369260617025, 0.024543692606170252, 0.0, 0.02454369260617026, 0.02454369260617026, 0.04908738521234052, 0.0,0.001233258221102503, 0.0013356235668934104, 0.0014133428672393191, 0.0015712840736607856, 0.0017548197454307017, 0.0018968544669761686, 0.0022095286174380205, 0.0026534302894927492, 0.0033010088463533045, 0.004445275959459187,1.5699791957515186, -0.08042971759892173, -0.1312467233741633, -0.18900020868529974, 0.1355349426645961, 0.024756323761851315, 0.2407621751512964, -0.4536328369547545, -0.07721313263872227, 0.6086569670063188
