R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10
0.4375,0.4384274424977412,0.5176101528564206,0.0,-1.0,1.0058161170115711,0.004891095167857592, 0.003357888103228462, 0.0027438569002660226, 0.0023402406697027784, 0.00199813919704396, 0.0018138193227395065, 0.0015872167737740446, 0.0014240404828562991, 0.0013328831381618173, 0.0012850629184964467,0.049866550056980846, 0.049866550056980846, 0.049866550056980846, 0.049866550056980846, 0.049866550056980846, 0.049866550056980846, 0.024933275028490423, 0.049866550056980846, 0.049866550056980846, 0.049866550056980846,0.0018112573265720356, 0.0018751256144453519, 0.00207246883544876, 0.002214127902807756, 0.0024563168479582466, 0.0028542207291846833, 0.0032991578449076725, 0.0039351835054970245, 0.00480490049454605, 0.006096290305579547,1.5695856152768481, -0.09565859929900397, -0.22389691254318184, -0.03279331518774608, -0.031547035536971885, -0.03307598644202156, -0.47814605713645597, -0.03536286129483879, -0.09552984744518896, 0.28746759086164714
0.33905579399141633,0.3397793458286486,0.32871709575997615,nan,-1.0,1.0068080710373195,0.004970704858092071, 0.0036524427993757692, 0.00321571524778398, 0.002741428325486119, 0.002487041219853243, 0.0022159105062653527, 0.0019442642245363732, 0.0020815592044646928, 0.0018216137132872976, 0.0016907585954053423,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.001846110184889755, 0.0019176239356499185, 0.0019063350289994234, 0.0020086875992357113, 0.0021611525270980774, 0.0022957920636382995, 0.002431420986985843, 0.0027624403792611677, 0.003629056623569559, 0.0046444718791809865,1.5498006283573005, 0.19913661312617106, 0.19876101003934976, 0.1984529582199878, -0.19800107211658702, -0.11937640950748946, -0.2783570494638943, 0.2781073615443763, 0.03947468765076111, -0.27816962816994595
0.5471698113207547,0.5480182089736272,0.6554974602807189,0.0,-1.0,1.0043954572927472,0.004715389638839267, 0.0032649392714581213, 0.002558840032013628, 0.0021286292600601856, 0.0018689880468793166, 0.0016689097703510732, 0.0015156760462464725, 0.0014071831841232605, 0.0013529740931008353, 0.0013119227581475917,0.032724923474893676, 0.032724923474893676, 0.032724923474893676, 0.032724923474893676, 0.03272492347489368, 0.032724923474893676, 0.032724923474893676, 0.06544984694978737, 0.032724923474893676, 0.032724923474893676,0.0023246453007501056, 0.002490068163494918, 0.002670501899438511, 0.002884446668533579, 0.0031337142268061807, 0.003427682308572143, 0.0037379857988098443, 0.004095896857721583, 0.0045275709813265485, 0.005025162837217962,1.569193065013701, 0.001587670594026112, 0.3268314037999371, -0.21468552835030422, -0.3250279775443979, 0.10658836636975236, -0.11035412387107729, -0.21882837833797875, 0.16136330107569125, -0.10485887916153211
0.3926940639269406,0.39403644495227336,0.4721609311920347,0.0,-1.0,1.007479558326036,0.004687358647140724, 0.0033829645363762746, 0.0028485646649606517, 0.002471694799432183, 0.0021775835443435, 0.0018915219636940356, 0.0017272066406454724, 0.001604033602211638, 0.0015047956730925758, 0.0013435686787666194,0.02362099739541198, 0.023620997395411982, 0.023620997395411975, 0.023620997395411982, 0.02362099739541198, 0.02362099739541198, 0.02362099739541198, 0.02362099739541198, 0.023620997395411982, 0.023620997395411975,0.0017117441954475183, 0.0018838660421887682, 0.0020512194753033205, 0.002331069111559165, 0.0025830704868030196, 0.0030119306753617742, 0.003475442668431859, 0.0041065375082663955, 0.005045262261681857, 0.006501998472722066,1.5334272121241903, -0.001508860902000142, 0.29375153915780344, 0.1455758891157796, -0.07398942977034871, -0.5826848145982861, 0.07218354451426773, 0.07349506257425999, 0.07187757207396527, 0.1484313286357543
0.3515625,0.3527274244352112,0.4829222186412569,nan,-1.0,1.0537204426040367,0.0031971013038484255, 0.0024875543652680162, 0.0021344045626211653, 0.0019264025422432007, 0.0017731179251039633, 0.00168860029712067, 0.001611105144783346, 0.0015480725034865163, 0.0015016420063734318, 0.0013928945568192149,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0015270335548076568, 0.0016374610761307026, 0.0018548596040434385, 0.0021154942024532043, 0.00243484995616673, 0.0029267213091235113, 0.003509053933517246, 0.004303358114530708, 0.0054167727360008985, 0.0074534004825979275,1.5699923226357646, -0.034666547276998985, -0.0347602195930702, 0.1743461729258306, 0.453803039691846, -0.03545215290644909, -0.2431872642564723, -0.3135474859639061, -0.036708021054319556, 0.24470054589634688
0.34297520661157027,0.3440733864766779,0.5139315692361749,0.6666666666666667,-1.0,1.0270689991953144,0.0032167686361737288, 0.0024481594815422307, 0.0022136443416156133, 0.0020292083949517725, 0.0018816342909695769, 0.0017710002135693898, 0.0017031657068268314, 0.0016234226573328765, 0.0015643623456999996, 0.001472945689655931,0.0, 0.0, 0.01975844436219995, 0.01975844436219996, 0.019758444362199958, 0.0, 0.0, 0.019758444362199958, 0.0, 0.019758444362199958,0.0028490454741917485, 0.003013454342019555, 0.0031807264841778697, 0.0033740970411917925, 0.0035908945778613597, 0.0038440454552421156, 0.004127647053798823, 0.0044956488407456655, 0.005110098290972965, 0.006770540149332025,1.5881567232529794, 0.07032033753318225, -0.0016647350234803638, 0.08171807501651161, -0.14531538065172042, 0.07105171818826798, -0.15999021320800985, 0.1529404258041419, -0.06541485852416344, 0.004206957634455604
0.35864978902953587,0.35958639016033506,0.6249411270342778,1.0,-1.0,1.0156561341522972,0.0027584622417757432, 0.002117111182697314, 0.001783849556387137, 0.0015527052611893268, 0.001384509867987492, 0.0012647389059170504, 0.0011464644221785211, 0.0010729688879398177, 0.0009991665752401974, 0.0009495963615155762,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0032049699576931945, 0.003340878352353959, 0.0035135490124621315, 0.0037124212504264014, 0.003941308131219881, 0.004243586838031268, 0.004618803994114912, 0.005121940488968154, 0.005880085568153656, 0.007205228576707204,1.5873563766554217, -0.25641481901767027, -0.4768742552355908, 0.03722990182953242, -0.1098787525264318, 0.03416999425728864, -0.18599503983466814, 0.47810281119585724, 0.3321093588403005, -0.10738155941012233
0.36771300448430494,0.3683083869057466,0.4138079881078379,0.0,-1.0,1.0041965911736968,0.005233459995896622, 0.004046902522003117, 0.0032455775951314414, 0.002666883763446068, 0.002241212981455728, 0.0019303993761965411, 0.0016487425245468776, 0.001432530999684369, 0.0012655988493272424, 0.0011284111576403604,0.022280798961629735, 0.02228079896162974, 0.022280798961629742, 0.02228079896162974, 0.02228079896162974, 0.02228079896162974, 0.02228079896162974, 0.022280798961629735, 0.02228079896162974, 0.02228079896162974,0.0018087634978453295, 0.0019286002174048443, 0.0020662565555120884, 0.002231424933046097, 0.002471254735483451, 0.002754750155371964, 0.003168485726286087, 0.0036930145699935204, 0.004482441118600361, 0.005546647594510865,1.5696469209823318, -0.1910282312163072, -0.3440564497188907, -0.26893259491821714, -0.1141582707740259, 0.4967793422190385, -0.11422371897391291, -0.19364070663744085, -0.4210036896856694, 0.1957557149503864
0.2603305785123967,0.2613574810525452,0.2661358097607449,0.0,-1.0,1.0075323927928825,0.0059047668759712865, 0.004151470752395362, 0.003185476975002371, 0.0025465290013957946, 0.00208334028069817, 0.0017366127309503979, 0.001470132987487751, 0.0012537315337266617, 0.0010692727501804388, 0.0009343294056145909,0.0, 0.01755079694742901, 0.01755079694742901, 0.0, 0.017550796947429, 0.017550796947428997, 0.0, 0.01755079694742901, 0.0, 0.017550796947429018,0.0015233294288147545, 0.001646720170608684, 0.0017610097188891936, 0.00190938568440667, 0.0021097674512030864, 0.0022243234508259927, 0.0023972452126489593, 0.002810151703820438, 0.003579205581015299, 0.0051139970585044,1.5450514215371478, -0.14818465889386856, 0.04898005395735158, -0.5486183332219645, -0.34797867147088324, 0.1487618551588622, -0.4485810091677433, -0.04913965562811903, -0.24932684375349026, 0.24962849105321314
0.3090128755364807,0.3094448019910003,0.30521574847990124,nan,-1.0,1.0050881157134712,0.0036892869096321395, 0.003248695802655852, 0.002994841336392272, 0.0028755476486489132, 0.002600111691076828, 0.0023397369043709937, 0.002455491192286519, 0.0024664483615487024, 0.0022126716856068055, 0.002249452295719841,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0022663958369584457, 0.002367547411751683, 0.002474232147343792, 0.0024540870278319613, 0.002519202950086177, 0.002622033275897185, 0.0027297688713286785, 0.0029778213659335997, 0.0028670957350734605, 0.0033742387748111756,1.5695109822045825, -0.08599019710348808, -0.0874500759309455, -0.0008348578727979117, -0.26096173439310927, -0.2616785712246842, 0.26128270363516226, 0.3488266053045863, -0.6100058086010954, 0.522537791739897
