R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10, M_s11, M_s12,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10, P_s11, P_s12,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10, M_u11, M_u12,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10, P_u11, P_u12
0.0752212389380531,0.07561493448700134,0.16717143937109086,0.0,-1.0,1.0024002524486657,0.000543103723499244, 0.00037897455900390314, 0.0003056719691846737, 0.000412393722658221, 0.00039079986986946454, 0.0002507843487469803, 0.0003810492985951423, 0.001197154572695883, 0.001271284193558856, 0.0015903905461153826, 0.0010425301925901147, 0.0007484221627297102,0.022547315695620528, 0.022547315695620525, 0.01503154379708035, 0.007515771898540175, 0.022547315695620528, 0.01503154379708035, 0.0, 0.022547315695620525, 0.022547315695620525, 0.01503154379708035, 0.022547315695620525, 0.015031543797080348,0.0007743283624639436, 0.0005062212812327959, 0.0005059199470003687, 0.0005996679342528773, 0.0006128761751794756, 0.0003369261146398002, 0.0007456986782218697, 0.0034550001543921117, 0.003558365119496762, 0.006955858417715261, 0.0016484009877744273, 0.0013077341182108368,1.5703239385161583, 0.8303024420371152, -0.8314004756000403, -1.385245856800655, 1.3858335790065208, -0.27764017427909715, -0.46845572703975585, 0.8377452168057221, 0.8495663906141497, 1.0736859417539535, 1.393502427198359, 1.3952780554416047
0.08131868131868132,0.08176161178788759,0.2682846908779675,0.47826086956521735,-1.0,1.0065128656189908,0.00043264291303515595, 0.00032808035486146526, 0.00028951339142022466, 0.0003581038603132192, 0.00034557609469984985, 0.00022284349218673952, 0.00038048083810640263, 0.0010834499202170475, 0.0011647262162416449, 0.001408161107249065, 0.000948349223447882, 0.0006848246799838049,0.0, 0.0, 0.01503154379708035, 0.01503154379708035, 0.0, 0.015031543797080344, 0.015031543797080358, 0.007515771898540169, 0.007515771898540172, 0.007515771898540177, 0.007515771898540175, 0.0,0.0012320047121255231, 0.0009691940158920584, 0.0008623165424619237, 0.0010263772685765603, 0.0009320790990705658, 0.0006377697756948522, 0.002522793491684992, 0.004336136456587816, 0.005096086208887863, 0.0077612416289863945, 0.003363002547891907, 0.0029351736970755432,1.6128357037495646, 0.5945885771320971, -1.1031796655600827, -1.1037185209362208, 1.6126721021238979, 0.08538744753046745, -0.2534181680878939, 0.5955898270217883, 0.7633952525234471, 1.10333197616708, 1.2730100111361147, 1.4411140205061954
0.14220183486238533,0.14285037693939734,0.17933493772954906,0.625,-1.0,1.0054293340126015,0.00050199902566804, 0.000528048419846376, 0.0002817082082000337, 0.0004948583860070467, 0.0002890766860612811, 0.0003569351371079528, 0.0005658939282602287, 0.0013549321437933278, 0.0013576802806906417, 0.0016179487182174659, 0.0009667510846727651, 0.00079159665249643,0.0, 0.0, 0.0, 0.016799960714383916, 0.0, 0.0, 0.01679996071438392, 0.01679996071438392, 0.0, 0.01679996071438392, 0.01679996071438392, 0.016799960714383926,0.0005249920995334422, 0.00044727364463016797, 0.0002890437793935133, 0.00048748734292980433, 0.00035983273529055867, 0.0002982390891837338, 0.0007988577017032261, 0.0013921606058280953, 0.0017679993355616752, 0.0028438034782004335, 0.001498215509149565, 0.0012974398932120855,1.6212671743368479, 1.0133648865576974, -1.013262924135782, -1.2159783499770218, 1.6212884860153707, 3.7419993406719795e-05, 0.0003588758867169637, 0.6081088970493744, 0.4055326775582038, 0.6084381757849394, 0.8114849560449504, 1.013622445609575
0.07657657657657657,0.07721854218200379,0.1387929135797468,0.0,-1.0,1.0021857752986105,0.0006097678065411678, 0.00048030122235702584, 0.00043251695928927316, 0.0005050504684984116, 0.00046544699495535574, 0.0003351901587473387, 0.001053689247358981, 0.001763565418472234, 0.0012972981925351173, 0.00105569097854107, 0.0007845313086812799, 0.0006176728359160494,0.0, 0.015324842212633142, 0.030649684425266274, 0.030649684425266274, 0.0, 0.015324842212633142, 0.030649684425266284, 0.030649684425266267, 0.02298726331894971, 0.007662421106316564, 0.007662421106316564, 0.0,0.0013864902151527858, 0.0008376764948127701, 0.0016284129542291812, 0.0007929002990848603, 0.0014159077205668233, 0.0011824622999309896, 0.0016429722481516257, 0.002638326650866916, 0.00249014848660134, 0.0018505829599632046, 0.001368393685227917, 0.0010351909377917265,1.5695668097881084, 1.0153357119638637, 0.09255560760619329, -1.3848696945969892, 1.200508164309817, 0.46151741375817523, -0.6452112844292863, -0.6463687333414896, -0.09377862660905423, 0.4600253887683607, 1.569199534534432, 1.5696168054002704
0.04883720930232558,0.04909437841264751,0.08594706805622464,0.5833333333333334,-1.0,1.0041728583197593,0.0008232540009936997, 0.000853014890609475, 0.00025921699003162774, 0.0008180606953174512, 0.00045976327276950465, 0.0005048744828254728, 0.0010673067077938486, 0.0014272723941426088, 0.001221379125475569, 0.000932458217529044, 0.0007384328861583411, 0.0006779357585098715,0.0, 0.007681155632248883, 0.007681155632248883, 0.007681155632248883, 0.0, 0.007681155632248883, 0.007681155632248883, 0.0, 0.0, 0.0, 0.0, 0.0,0.0008388874512159371, 0.0006848556893545462, 0.0004371554953292706, 0.0006924911317575883, 0.0005181019472886071, 0.00040511523196420045, 0.002897620540058094, 0.002366092848211089, 0.003184336993619396, 0.0029015695485803557, 0.0015139874918187815, 0.0014755123546038578,1.645332487677832, 0.7475704174955949, 0.14944285613197966, -1.0468513817840654, 1.0471463508429772, 0.7477067371474876, -1.0460457299839383, -1.0454583991651674, -0.44795703796682446, 0.74781858934707, 1.046703880755408, 1.3458482075059262
0.3103448275862069,0.31134649537271136,0.38171456407553395,1.0,-1.0,1.032007202419818,0.0004168235778638483, 0.00048762281886701505, 0.0004932951721032935, 0.00037817737957898824, 0.00038387502740700775, 0.00044952651041910206, 0.0007798640485907819, 0.0014428161482577047, 0.0013033678357489624, 0.0008913277907639773, 0.0006248539439394198, 0.0005402914596832651,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0008727773346269717, 0.0004453887846701767, 0.0006232093207143027, 0.0006524334328564916, 0.0006897316190168773, 0.00036035174354052176, 0.002249057562708582, 0.0015062024329303364, 0.0013533038694681402, 0.0011076981267390323, 0.0006758124809921593, 0.0007028024816886341,1.5269653640179979, 1.090657295079151, -0.392678388478254, -1.2651805647186665, 1.439792820602432, 0.5671571317215992, -1.0031104165433813, -0.8282699634298113, 0.04358835929360835, 0.6540696296469988, 1.2649539533457341, 1.4395627208932498
0.0420353982300885,0.042369288495815824,0.19842460193391354,0.625,-1.0,1.0017891852915655,0.0003474273853274733, 0.0004096090453708413, 0.0003716575498643158, 0.0003448112927210589, 0.00025572407785968607, 0.0003434289878237742, 0.0004354040957777594, 0.0015873277822905933, 0.0015420077291516828, 0.0013158503857449175, 0.000774331869915188, 0.0006554372477610472,0.0, 0.007255410285426776, 0.0, 0.007255410285426774, 0.0, 0.007255410285426768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0019072638810716904, 0.003198836673765215, 0.002169584858586157, 0.002394268573281214, 0.0012112744445177826, 0.002524285631564023, 0.0041831323820558115, 0.008335442243372381, 0.006185451824840586, 0.005815051418501474, 0.005692291356100254, 0.00367491231948741,1.324005282409431, -0.3003801144437335, -1.105148383641455, -0.5121166027502524, 1.6290903038782703, -0.6389907950081343, 0.14642961971096824, 1.2608439188881915, 1.3915323701129785, 0.8562166069081132, 0.7567501126851242, 0.3936543192859029
0.0556792873051225,0.055940418248753725,0.2785336612535479,0.14999999999999997,-1.0,1.0025620529598804,0.00035041829520588493, 0.0003443561002193014, 0.00031932947103879866, 0.0003192291414201718, 0.0002568106997177793, 0.0002872878631837232, 0.00040473733656906186, 0.0013472826535847581, 0.0013234426848425013, 0.0010193746473649691, 0.0009058351738383113, 0.0005187416054684994,0.007409416635824984, 0.007409416635824985, 0.007409416635824986, 0.007409416635824984, 0.014818833271649968, 0.0074094166358249875, 0.014818833271649965, 0.014818833271649968, 0.014818833271649975, 0.014818833271649968, 0.007409416635824996, 0.007409416635824985,0.0018593421361229423, 0.0026927591664826418, 0.003465917881945462, 0.0018098732789100758, 0.002317730413028676, 0.0028573190364083994, 0.0038824521753231577, 0.007653008150967151, 0.007720004622769993, 0.005290165801592421, 0.004526389626586049, 0.0043572180071851895,1.6322797277325187, 1.630772641447804, -0.1276142810019233, -1.3804220268809482, 0.628065744142728, 1.379969723541101, -0.36214359810240737, 0.06253844456819287, -0.1746405205018005, 0.10775884700842107, 0.8643796990777537, 0.6360793546015013
0.3087557603686636,0.3103995229995859,0.5557677904405858,1.0,-1.0,1.0064507929784148,0.00028026750859562526, 0.00023665748354390073, 0.0002492116883651483, 0.00023001028742429075, 0.00022636193313255794, 0.00020083043438737453, 0.00024705386307351165, 0.0011494051296207942, 0.001140254886240561, 0.0009974815330076043, 0.0007631078787330559, 0.0005015126765948286,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.000742657700877415, 0.0011243540773135, 0.0008137167810481864, 0.000862079727744753, 0.0005204019235497883, 0.0008860378404656511, 0.0005582028276189306, 0.004182166930336609, 0.003106683220685115, 0.0018705627253441858, 0.001648702600732863, 0.0011121559935424827,1.5469108415932442, -0.1409458273534404, -1.0782511588311008, -1.1249929424795675, 1.4532296400267426, -0.8909476362004131, -0.5625512487690516, 0.7967607754238442, 1.0778166029036087, 1.1718923211357892, 1.3127585571312164, 1.2191232528411626
0.05568445475638051,0.05613526055029196,0.13370940736684325,0.0,-1.0,1.0008200390466286,0.0007801725054446833, 0.0006112715000053931, 0.0007152222423549628, 0.0006122898435903484, 0.0006830744124237251, 0.000502877527721837, 0.0003577448701023439, 0.0009142331479020354, 0.001109112717732223, 0.0012947213230210515, 0.0013977905350673796, 0.0010985718045277404,0.030875603475083953, 0.03859450434385496, 0.0, 0.0, 0.038594504343854946, 0.007718900868770989, 0.0, 0.015437801737541982, 0.015437801737541982, 0.015437801737541982, 0.023156702606312963, 0.015437801737541982,0.0017057893551529863, 0.0022104179910957433, 0.0021352385792954187, 0.001606613688667803, 0.001604907349453404, 0.001994808163079184, 0.0006132882196552563, 0.0030835193176609616, 0.0043740978869799794, 0.0026995746925828393, 0.0025705930641730813, 0.0017776017337392102,1.5694626619315901, 0.7846041905603544, 0.26229535204543225, -1.0461366109790964, 0.2608880242679101, 0.5234342046745765, -1.0471956869217316, 0.2615566089413918, 0.7817549162870184, 1.0441546974735654, 1.305549050759769, 1.307005271861249
