R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10, M_s11, M_s12,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10, P_s11, P_s12,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10, M_u11, M_u12,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10, P_u11, P_u12
0.003669724770642202,0.0037094943837527785,0.0017701230927240341,0.0,-1.0,1.0000321716604117,0.0003344667750463569, 0.0014386483636239164, 0.0013199862757834497, 0.0007896264125676593, 0.0006365191219596105, 0.0013808987092364937, 9.833059943786732e-17, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.011571243659630914, 0.011571243659630914, 0.005785621829815454, 0.005785621829815457, 0.011571243659630914, 0.005785621829815455, 0.0, 0.0, 0.0, 0.0, 0.0,0.0005042645139639638, 0.0007285128091556268, 0.0002902059958098278, 0.0006115685910608696, 0.00019275125326507776, 0.0005132666727404205, 1.0965158763186263e-18, 0.0, 0.0, 0.0, 0.0, 0.0,1.5703706347075765, 1.5701006179174362, 1.5705083395991166, -1.570227266032709, 1.5707334765490872, 1.5702899570033881, -1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966
0.0,0.0,0.0,0.0,-1.0,-1.0,0.00036451923670336296, 0.0015567608433325534, 0.0013823701476375896, 0.0008940156699126202, 0.0006960582739276401, 0.0014367942171877592, 8.54999612073564e-17, 0.0, 0.0, 0.0, 0.0, 0.0,0.00625815269639401, 0.012516305392788024, 0.012516305392788021, 0.012516305392788021, 0.012516305392788024, 0.012516305392788021, 0.012516305392788021, 0.0, 0.0, 0.0, 0.0, 0.0,nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
0.1623931623931624,0.16318423429891835,0.3071365495977127,0.0,-1.0,1.0057239150371367,0.00037046071677201514, 0.0015157017685596373, 0.0013223519606609495, 0.0008373066025123036, 0.0006168263108826958, 0.0014188382163546395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.01602853394688669, 0.0, 0.0, 0.0320570678937734, 0.0320570678937734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0006380844290900354, 0.00356091260249916, 0.0030535212319522283, 0.002028920079962533, 0.001322562940407896, 0.00330083899332866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,1.5705834742105267, 0.4096812731245376, 0.40986645200179384, -0.4114129816315229, -0.41170461052673063, 0.4097745067759335, 1.5707963267948972, 1.5707963267948972, 1.5707963267948972, 1.5707963267948972, 1.5707963267948972, 1.5707963267948972
0.0,0.0,0.0,0.0,-1.0,-1.0,0.0007527866827965233, 0.0014829913168657263, 0.0010028651082358156, 0.0010381681512028347, 0.000574564413531966, 0.0012259411521981243, 3.3026994249621285e-17, 0.0, 0.0, 0.0, 0.0, 0.0,0.019352726818828287, 0.019352726818828294, 0.01935272681882829, 0.012901817879218862, 0.012901817879218855, 0.019352726818828294, 0.01935272681882829, 0.0, 0.0, 0.0, 0.0, 0.0,nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
0.0,0.0,0.0,0.0,-1.0,-1.0,0.0006393641614674526, 0.0015047665756945743, 0.0010847059544707503, 0.0010591831500624176, 0.0005520096389423654, 0.0012919179158580785, 4.5359369088664595e-17, 0.0, 0.0, 0.0, 0.0, 0.0,0.012566370614359175, 0.01256637061435918, 0.01256637061435917, 0.01256637061435917, 0.01884955592153876, 0.012566370614359177, 0.012566370614359173, 0.0, 0.0, 0.0, 0.0, 0.0,nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
0.09813084112149532,0.09866062885306535,0.20545166577858734,0.5000000000000001,-1.0,1.0051304574022797,0.0006942520856159195, 0.0015770551938929795, 0.0011918419751359998, 0.0011066380454049312, 0.0006899262382076443, 0.001311178008369604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.016277682142952297, 0.016277682142952297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0010647295604246105, 0.003955763420739418, 0.0032551097873962467, 0.0024078731321594445, 0.001379690620020791, 0.0035521811740977034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,1.4956775500901773, 0.597144528818607, -0.0009249427710558145, -0.7472155310779692, 0.44909906960839185, 0.29811621662091625, 1.4959965017094252, 1.4959965017094252, 1.4959965017094252, 1.4959965017094252, 1.4959965017094252, 1.4959965017094252
0.007339449541284404,0.007419449706321605,0.01748346244001347,0.0,-1.0,1.0016916322990008,0.0008061775348665568, 0.0014457471399181379, 0.0009273163022542604, 0.0010802108145085579, 0.0005188597870386154, 0.0011500791878393118, 1.4448201158820589e-16, 0.0, 0.0, 0.0, 0.0, 0.0,0.0058070104502584005, 0.005807010450258395, 0.005807010450258391, 0.011614020900516792, 0.011614020900516796, 0.0058070104502584005, 0.005807010450258389, 0.0, 0.0, 0.0, 0.0, 0.0,0.0021974443438248217, 0.003234882063685121, 0.002292468195257312, 0.0025938608293809414, 0.0014189367257349996, 0.0025303608975416206, 2.0680378213448418e-19, 0.0, 0.0, 0.0, 0.0, 0.0,1.5688379392402565, 1.5706708410694614, -1.5689565396400058, -1.569764384352056, 1.568893553567172, -1.5699595483653912, -1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966
0.008944543828264758,0.00902221949319311,0.05279537943693954,0.3076923076923077,-1.0,1.000178911736085,0.0006814872762895013, 0.00143910929709374, 0.0009546632900299445, 0.0009918285032702455, 0.00045138720872035164, 0.0011555102150162336, 1.1962778329046223e-16, 0.0, 0.0, 0.0, 0.0, 0.0,0.011341489724150878, 0.005670744862075441, 0.005670744862075433, 0.005670744862075439, 0.005670744862075438, 0.005670744862075439, 0.011341489724150874, 0.0, 0.0, 0.0, 0.0, 0.0,0.0064432950475983965, 0.004332266883330644, 0.008070247247665282, 0.001718319655965185, 0.0077465553285794965, 0.006730607935080959, 3.141977249221612e-19, 0.0, 0.0, 0.0, 0.0, 0.0,1.2560214548527608, 0.6281838743228103, 0.6287138988645861, -0.6279356858260211, 1.2561234439392197, 0.6284317324936428, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172
0.056451612903225805,0.056913019662957996,0.23879476829661567,nan,-1.0,1.007010035137764,0.0008291616233541564, 0.001374533227747758, 0.00100068433057189, 0.0010034062608579003, 0.0006346567164828516, 0.0011688174120304349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.007246909849062227, 0.0067165586737485865, 0.0032543808017487163, 0.006824058098711752, 0.0043748425945738965, 0.0031025342075288727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,1.5526645086395916, 0.6645010694506509, 0.2240517245086133, -1.1153572124808149, 0.6669362658613831, 1.5645250705553277, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966
0.00423728813559322,0.004272229182806428,0.007523414013331541,0.0,-1.0,1.0000263436407941,0.0009767946213727601, 0.001311008361960211, 0.0014561376226509422, 0.0008534858425176631, 0.001056594263552472, 0.0012649703112409798, 4.430817588729822e-17, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.006684239688488919, 0.013368479376977844, 0.006684239688488922, 0.0, 0.006684239688488922, 0.006684239688488919, 0.0, 0.0, 0.0, 0.0, 0.0,0.003103628769254617, 0.0011977089949443335, 0.0022891982978358928, 0.0020708854037197197, 0.0026791052048272847, 0.0009849953297084858, 1.660154933003492e-20, 0.0, 0.0, 0.0, 0.0, 0.0,1.5676857140390035, -1.5588057991103903, -1.5557383062971504, 1.5656793165276373, 1.5622034222708725, -1.5570508212551353, -1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966, 1.5707963267948966
